"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02741V03309","Sub Sector","UNIT","VALUE"
"EHQ10C06","Average hourly irregular earnings","20182","2018Q2","03","Garda Siochana","Euro","5.75"
"EHQ10C06","Average hourly irregular earnings","20182","2018Q2","04","Education","Euro","0.43"
"EHQ10C06","Average hourly irregular earnings","20182","2018Q2","05","Regional bodies","Euro","0.93"
"EHQ10C06","Average hourly irregular earnings","20182","2018Q2","06","Health","Euro","1.42"
"EHQ10C06","Average hourly irregular earnings","20182","2018Q2","07","Semi-State companies","Euro","1.83"
"EHQ10C06","Average hourly irregular earnings","20182","2018Q2","09","Commercial Semi-State companies","Euro","2.38"
"EHQ10C06","Average hourly irregular earnings","20182","2018Q2","10","Non commercial Semi-State companies","Euro","0.34"
"EHQ10C06","Average hourly irregular earnings","20182","2018Q2","-","Total Public Sector including Semi State bodies","Euro","1.34"
"EHQ10C06","Average hourly irregular earnings","20182","2018Q2","08","Total Public Sector excluding Semi State bodies","Euro","1.25"
"EHQ10C06","Average hourly irregular earnings","20183","2018Q3","01","Civil service","Euro","0.49"
"EHQ10C06","Average hourly irregular earnings","20183","2018Q3","02","Defence","Euro","0.75"
"EHQ10C06","Average hourly irregular earnings","20183","2018Q3","03","Garda Siochana","Euro","4.22"
"EHQ10C06","Average hourly irregular earnings","20183","2018Q3","04","Education","Euro","0.37"
"EHQ10C06","Average hourly irregular earnings","20183","2018Q3","05","Regional bodies","Euro","0.72"
"EHQ10C06","Average hourly irregular earnings","20183","2018Q3","06","Health","Euro","1.41"
"EHQ10C06","Average hourly irregular earnings","20183","2018Q3","07","Semi-State companies","Euro","1.44"
"EHQ10C06","Average hourly irregular earnings","20183","2018Q3","09","Commercial Semi-State companies","Euro","1.83"
"EHQ10C06","Average hourly irregular earnings","20183","2018Q3","10","Non commercial Semi-State companies","Euro","0.35"
"EHQ10C06","Average hourly irregular earnings","20183","2018Q3","-","Total Public Sector including Semi State bodies","Euro","1.12"
"EHQ10C06","Average hourly irregular earnings","20183","2018Q3","08","Total Public Sector excluding Semi State bodies","Euro","1.07"
"EHQ10C06","Average hourly irregular earnings","20184","2018Q4","01","Civil service","Euro","0.56"
"EHQ10C06","Average hourly irregular earnings","20184","2018Q4","02","Defence","Euro","0.72"
"EHQ10C06","Average hourly irregular earnings","20184","2018Q4","03","Garda Siochana","Euro","3.79"
"EHQ10C06","Average hourly irregular earnings","20184","2018Q4","04","Education","Euro","0.52"
"EHQ10C06","Average hourly irregular earnings","20184","2018Q4","05","Regional bodies","Euro","0.91"
"EHQ10C06","Average hourly irregular earnings","20184","2018Q4","06","Health","Euro","1.47"
"EHQ10C06","Average hourly irregular earnings","20184","2018Q4","07","Semi-State companies","Euro","1.54"
"EHQ10C06","Average hourly irregular earnings","20184","2018Q4","09","Commercial Semi-State companies","Euro","1.97"
"EHQ10C06","Average hourly irregular earnings","20184","2018Q4","10","Non commercial Semi-State companies","Euro","0.43"
"EHQ10C06","Average hourly irregular earnings","20184","2018Q4","-","Total Public Sector including Semi State bodies","Euro","1.19"
"EHQ10C06","Average hourly irregular earnings","20184","2018Q4","08","Total Public Sector excluding Semi State bodies","Euro","1.13"
"EHQ10C06","Average hourly irregular earnings","20191","2019Q1","01","Civil service","Euro","0.57"
"EHQ10C06","Average hourly irregular earnings","20191","2019Q1","02","Defence","Euro","0.88"
"EHQ10C06","Average hourly irregular earnings","20191","2019Q1","03","Garda Siochana","Euro","4.3"
"EHQ10C06","Average hourly irregular earnings","20191","2019Q1","04","Education","Euro","0.26"
"EHQ10C06","Average hourly irregular earnings","20191","2019Q1","05","Regional bodies","Euro","0.81"
"EHQ10C06","Average hourly irregular earnings","20191","2019Q1","06","Health","Euro","1.62"
"EHQ10C06","Average hourly irregular earnings","20191","2019Q1","07","Semi-State companies","Euro","1.57"
"EHQ10C06","Average hourly irregular earnings","20191","2019Q1","09","Commercial Semi-State companies","Euro","2.08"
"EHQ10C06","Average hourly irregular earnings","20191","2019Q1","10","Non commercial Semi-State companies","Euro","0.25"
"EHQ10C06","Average hourly irregular earnings","20191","2019Q1","-","Total Public Sector including Semi State bodies","Euro","1.2"
"EHQ10C06","Average hourly irregular earnings","20191","2019Q1","08","Total Public Sector excluding Semi State bodies","Euro","1.14"
"EHQ10C06","Average hourly irregular earnings","20192","2019Q2","01","Civil service","Euro","0.54"
"EHQ10C06","Average hourly irregular earnings","20192","2019Q2","02","Defence","Euro","0.7"
"EHQ10C06","Average hourly irregular earnings","20192","2019Q2","03","Garda Siochana","Euro","5.88"
"EHQ10C06","Average hourly irregular earnings","20192","2019Q2","04","Education","Euro","0.46"
"EHQ10C06","Average hourly irregular earnings","20192","2019Q2","05","Regional bodies","Euro","0.93"
"EHQ10C06","Average hourly irregular earnings","20192","2019Q2","06","Health","Euro","2.02"
"EHQ10C06","Average hourly irregular earnings","20192","2019Q2","07","Semi-State companies","Euro","1.7"
"EHQ10C06","Average hourly irregular earnings","20192","2019Q2","09","Commercial Semi-State companies","Euro","2.17"
"EHQ10C06","Average hourly irregular earnings","20192","2019Q2","10","Non commercial Semi-State companies","Euro","0.44"
"EHQ10C06","Average hourly irregular earnings","20192","2019Q2","-","Total Public Sector including Semi State bodies","Euro","1.48"
"EHQ10C06","Average hourly irregular earnings","20192","2019Q2","08","Total Public Sector excluding Semi State bodies","Euro","1.44"
"EHQ10C06","Average hourly irregular earnings","20193","2019Q3","01","Civil service","Euro","0.48"
"EHQ10C06","Average hourly irregular earnings","20193","2019Q3","02","Defence","Euro","0.76"
"EHQ10C06","Average hourly irregular earnings","20193","2019Q3","03","Garda Siochana","Euro","4.32"
"EHQ10C06","Average hourly irregular earnings","20193","2019Q3","04","Education","Euro","0.49"
"EHQ10C06","Average hourly irregular earnings","20193","2019Q3","05","Regional bodies","Euro","0.72"
"EHQ10C06","Average hourly irregular earnings","20193","2019Q3","06","Health","Euro","1.46"
"EHQ10C06","Average hourly irregular earnings","20193","2019Q3","07","Semi-State companies","Euro","1.24"
"EHQ10C06","Average hourly irregular earnings","20193","2019Q3","09","Commercial Semi-State companies","Euro","1.62"
"EHQ10C06","Average hourly irregular earnings","20193","2019Q3","10","Non commercial Semi-State companies","Euro","0.25"
"EHQ10C06","Average hourly irregular earnings","20193","2019Q3","-","Total Public Sector including Semi State bodies","Euro","1.13"
"EHQ10C06","Average hourly irregular earnings","20193","2019Q3","08","Total Public Sector excluding Semi State bodies","Euro","1.12"
"EHQ10C06","Average hourly irregular earnings","20194","2019Q4","01","Civil service","Euro","0.57"
"EHQ10C06","Average hourly irregular earnings","20194","2019Q4","02","Defence","Euro","1.06"
"EHQ10C06","Average hourly irregular earnings","20194","2019Q4","03","Garda Siochana","Euro","3.86"
"EHQ10C06","Average hourly irregular earnings","20194","2019Q4","04","Education","Euro","0.54"
"EHQ10C06","Average hourly irregular earnings","20194","2019Q4","05","Regional bodies","Euro","0.82"
"EHQ10C06","Average hourly irregular earnings","20194","2019Q4","06","Health","Euro","1.59"
"EHQ10C06","Average hourly irregular earnings","20194","2019Q4","07","Semi-State companies","Euro","1.21"
"EHQ10C06","Average hourly irregular earnings","20194","2019Q4","09","Commercial Semi-State companies","Euro","1.58"
"EHQ10C06","Average hourly irregular earnings","20194","2019Q4","10","Non commercial Semi-State companies","Euro","0.36"
"EHQ10C06","Average hourly irregular earnings","20194","2019Q4","-","Total Public Sector including Semi State bodies","Euro","1.17"
"EHQ10C06","Average hourly irregular earnings","20194","2019Q4","08","Total Public Sector excluding Semi State bodies","Euro","1.17"
"EHQ10C06","Average hourly irregular earnings","20201","2020Q1","01","Civil service","Euro","0.6"
"EHQ10C06","Average hourly irregular earnings","20201","2020Q1","02","Defence","Euro","1.07"
"EHQ10C06","Average hourly irregular earnings","20201","2020Q1","03","Garda Siochana","Euro","4.41"
"EHQ10C06","Average hourly irregular earnings","20201","2020Q1","04","Education","Euro","0.27"
"EHQ10C06","Average hourly irregular earnings","20201","2020Q1","05","Regional bodies","Euro","0.85"
"EHQ10C06","Average hourly irregular earnings","20201","2020Q1","06","Health","Euro","2.16"
"EHQ10C06","Average hourly irregular earnings","20201","2020Q1","07","Semi-State companies","Euro","1.55"
"EHQ10C06","Average hourly irregular earnings","20201","2020Q1","09","Commercial Semi-State companies","Euro","2.05"
"EHQ10C06","Average hourly irregular earnings","20201","2020Q1","10","Non commercial Semi-State companies","Euro","0.29"
"EHQ10C06","Average hourly irregular earnings","20201","2020Q1","-","Total Public Sector including Semi State bodies","Euro","1.37"
"EHQ10C06","Average hourly irregular earnings","20201","2020Q1","08","Total Public Sector excluding Semi State bodies","Euro","1.34"
"EHQ10C06","Average hourly irregular earnings","20202","2020Q2","01","Civil service","Euro","0.51"
"EHQ10C06","Average hourly irregular earnings","20202","2020Q2","02","Defence","Euro","1.26"
"EHQ10C06","Average hourly irregular earnings","20202","2020Q2","03","Garda Siochana","Euro","7.3"
"EHQ10C06","Average hourly irregular earnings","20202","2020Q2","04","Education","Euro","0.21"
"EHQ10C06","Average hourly irregular earnings","20202","2020Q2","05","Regional bodies","Euro","0.73"
"EHQ10C06","Average hourly irregular earnings","20202","2020Q2","06","Health","Euro","1.45"
"EHQ10C06","Average hourly irregular earnings","20202","2020Q2","07","Semi-State companies","Euro","1.43"
"EHQ10C06","Average hourly irregular earnings","20202","2020Q2","09","Commercial Semi-State companies","Euro","1.92"
"EHQ10C06","Average hourly irregular earnings","20202","2020Q2","10","Non commercial Semi-State companies","Euro","0.31"
"EHQ10C06","Average hourly irregular earnings","20202","2020Q2","-","Total Public Sector including Semi State bodies","Euro","1.24"
"EHQ10C06","Average hourly irregular earnings","20202","2020Q2","08","Total Public Sector excluding Semi State bodies","Euro","1.21"
"EHQ10C06","Average hourly irregular earnings","20203","2020Q3","01","Civil service","Euro","0.5"
"EHQ10C06","Average hourly irregular earnings","20203","2020Q3","02","Defence","Euro","1.13"
"EHQ10C06","Average hourly irregular earnings","20203","2020Q3","03","Garda Siochana","Euro","5.85"
"EHQ10C06","Average hourly irregular earnings","20203","2020Q3","04","Education","Euro","0.26"
"EHQ10C06","Average hourly irregular earnings","20203","2020Q3","05","Regional bodies","Euro","0.64"
"EHQ10C06","Average hourly irregular earnings","20203","2020Q3","06","Health","Euro","1.36"
"EHQ10C06","Average hourly irregular earnings","20203","2020Q3","07","Semi-State companies","Euro","0.98"
"EHQ10C06","Average hourly irregular earnings","20203","2020Q3","09","Commercial Semi-State companies","Euro","1.26"
"EHQ10C06","Average hourly irregular earnings","20203","2020Q3","10","Non commercial Semi-State companies","Euro","0.25"
"EHQ10C06","Average hourly irregular earnings","20203","2020Q3","-","Total Public Sector including Semi State bodies","Euro","1.07"
"EHQ10C06","Average hourly irregular earnings","20203","2020Q3","08","Total Public Sector excluding Semi State bodies","Euro","1.09"
"EHQ10C06","Average hourly irregular earnings","20204","2020Q4","01","Civil service","Euro","0.6"
"EHQ10C06","Average hourly irregular earnings","20204","2020Q4","02","Defence","Euro","1.19"
"EHQ10C06","Average hourly irregular earnings","20204","2020Q4","03","Garda Siochana","Euro","4.58"
"EHQ10C06","Average hourly irregular earnings","20204","2020Q4","04","Education","Euro","0.54"
"EHQ10C06","Average hourly irregular earnings","20204","2020Q4","05","Regional bodies","Euro","0.86"
"EHQ10C06","Average hourly irregular earnings","20204","2020Q4","06","Health","Euro","1.34"
"EHQ10C06","Average hourly irregular earnings","20204","2020Q4","07","Semi-State companies","Euro","1.13"
"EHQ10C06","Average hourly irregular earnings","20204","2020Q4","09","Commercial Semi-State companies","Euro","1.46"
"EHQ10C06","Average hourly irregular earnings","20204","2020Q4","10","Non commercial Semi-State companies","Euro","0.36"
"EHQ10C06","Average hourly irregular earnings","20204","2020Q4","-","Total Public Sector including Semi State bodies","Euro","1.14"
"EHQ10C06","Average hourly irregular earnings","20204","2020Q4","08","Total Public Sector excluding Semi State bodies","Euro","1.14"
"EHQ10C06","Average hourly irregular earnings","20211","2021Q1","01","Civil service","Euro","0.53"
"EHQ10C06","Average hourly irregular earnings","20211","2021Q1","02","Defence","Euro","1.41"
"EHQ10C06","Average hourly irregular earnings","20211","2021Q1","03","Garda Siochana","Euro","5.46"
"EHQ10C06","Average hourly irregular earnings","20211","2021Q1","04","Education","Euro","0.21"
"EHQ10C06","Average hourly irregular earnings","20211","2021Q1","05","Regional bodies","Euro","0.79"
"EHQ10C06","Average hourly irregular earnings","20211","2021Q1","06","Health","Euro","1.15"
"EHQ10C06","Average hourly irregular earnings","20211","2021Q1","07","Semi-State companies","Euro","1.66"
"EHQ10C06","Average hourly irregular earnings","20211","2021Q1","09","Commercial Semi-State companies","Euro","2.37"
"EHQ10C06","Average hourly irregular earnings","20211","2021Q1","10","Non commercial Semi-State companies","Euro","0.16"
"EHQ10C06","Average hourly irregular earnings","20211","2021Q1","-","Total Public Sector including Semi State bodies","Euro","1.09"
"EHQ10C06","Average hourly irregular earnings","20211","2021Q1","08","Total Public Sector excluding Semi State bodies","Euro","0.99"
"EHQ10C06","Average hourly irregular earnings","20212","2021Q2","01","Civil service","Euro","0.55"
"EHQ10C06","Average hourly irregular earnings","20212","2021Q2","02","Defence","Euro","1.44"
"EHQ10C06","Average hourly irregular earnings","20212","2021Q2","03","Garda Siochana","Euro","7.34"
"EHQ10C06","Average hourly irregular earnings","20212","2021Q2","04","Education","Euro","0.31"
"EHQ10C06","Average hourly irregular earnings","20212","2021Q2","05","Regional bodies","Euro","0.76"
"EHQ10C06","Average hourly irregular earnings","20212","2021Q2","06","Health","Euro","1.18"
"EHQ10C06","Average hourly irregular earnings","20212","2021Q2","07","Semi-State companies","Euro","1.19"
"EHQ10C06","Average hourly irregular earnings","20212","2021Q2","09","Commercial Semi-State companies","Euro","1.57"
"EHQ10C06","Average hourly irregular earnings","20212","2021Q2","10","Non commercial Semi-State companies","Euro","0.35"
"EHQ10C06","Average hourly irregular earnings","20212","2021Q2","-","Total Public Sector including Semi State bodies","Euro","1.17"
"EHQ10C06","Average hourly irregular earnings","20212","2021Q2","08","Total Public Sector excluding Semi State bodies","Euro","1.17"
"EHQ10C06","Average hourly irregular earnings","20213","2021Q3","01","Civil service","Euro","0.54"
"EHQ10C06","Average hourly irregular earnings","20213","2021Q3","02","Defence","Euro","1.58"
"EHQ10C06","Average hourly irregular earnings","20213","2021Q3","03","Garda Siochana","Euro","4.92"
"EHQ10C06","Average hourly irregular earnings","20213","2021Q3","04","Education","Euro","0.43"
"EHQ10C06","Average hourly irregular earnings","20213","2021Q3","05","Regional bodies","Euro","0.69"
"EHQ10C06","Average hourly irregular earnings","20213","2021Q3","06","Health","Euro","1.21"
"EHQ10C06","Average hourly irregular earnings","20213","2021Q3","07","Semi-State companies","Euro","1.02"
"EHQ10C06","Average hourly irregular earnings","20213","2021Q3","09","Commercial Semi-State companies","Euro","1.36"
"EHQ10C06","Average hourly irregular earnings","20213","2021Q3","10","Non commercial Semi-State companies","Euro","0.24"
"EHQ10C06","Average hourly irregular earnings","20213","2021Q3","-","Total Public Sector including Semi State bodies","Euro","1.06"
"EHQ10C06","Average hourly irregular earnings","20213","2021Q3","08","Total Public Sector excluding Semi State bodies","Euro","1.07"
"EHQ10C06","Average hourly irregular earnings","20214","2021Q4","01","Civil service","Euro","0.56"
"EHQ10C06","Average hourly irregular earnings","20214","2021Q4","02","Defence","Euro","1.05"
"EHQ10C06","Average hourly irregular earnings","20214","2021Q4","03","Garda Siochana","Euro","4.52"
"EHQ10C06","Average hourly irregular earnings","20214","2021Q4","04","Education","Euro","0.37"
"EHQ10C06","Average hourly irregular earnings","20214","2021Q4","05","Regional bodies","Euro","0.82"
"EHQ10C06","Average hourly irregular earnings","20214","2021Q4","06","Health","Euro","1.26"
"EHQ10C06","Average hourly irregular earnings","20214","2021Q4","07","Semi-State companies","Euro","1.03"
"EHQ10C06","Average hourly irregular earnings","20214","2021Q4","09","Commercial Semi-State companies","Euro","1.33"
"EHQ10C06","Average hourly irregular earnings","20214","2021Q4","10","Non commercial Semi-State companies","Euro","0.35"
"EHQ10C06","Average hourly irregular earnings","20214","2021Q4","-","Total Public Sector including Semi State bodies","Euro","1.03"
"EHQ10C06","Average hourly irregular earnings","20214","2021Q4","08","Total Public Sector excluding Semi State bodies","Euro","1.03"
"EHQ10C06","Average hourly irregular earnings","20221","2022Q1","01","Civil service","Euro","0.52"
"EHQ10C06","Average hourly irregular earnings","20221","2022Q1","02","Defence","Euro","1.53"
"EHQ10C06","Average hourly irregular earnings","20221","2022Q1","03","Garda Siochana","Euro","5.21"
"EHQ10C06","Average hourly irregular earnings","20221","2022Q1","04","Education","Euro","0.25"
"EHQ10C06","Average hourly irregular earnings","20221","2022Q1","05","Regional bodies","Euro","0.77"
"EHQ10C06","Average hourly irregular earnings","20221","2022Q1","06","Health","Euro","1.06"
"EHQ10C06","Average hourly irregular earnings","20221","2022Q1","07","Semi-State companies","Euro","1.76"
"EHQ10C06","Average hourly irregular earnings","20221","2022Q1","09","Commercial Semi-State companies","Euro","2.38"
"EHQ10C06","Average hourly irregular earnings","20221","2022Q1","10","Non commercial Semi-State companies","Euro","0.32"
"EHQ10C06","Average hourly irregular earnings","20221","2022Q1","-","Total Public Sector including Semi State bodies","Euro","1.09"
"EHQ10C06","Average hourly irregular earnings","20221","2022Q1","08","Total Public Sector excluding Semi State bodies","Euro","0.97"
"EHQ10C06","Average hourly irregular earnings","20222","2022Q2","01","Civil service","Euro","0.52"
"EHQ10C06","Average hourly irregular earnings","20222","2022Q2","02","Defence","Euro","1.45"
"EHQ10C06","Average hourly irregular earnings","20222","2022Q2","03","Garda Siochana","Euro","8.34"
"EHQ10C06","Average hourly irregular earnings","20222","2022Q2","04","Education","Euro","0.4"
"EHQ10C06","Average hourly irregular earnings","20222","2022Q2","05","Regional bodies","Euro","0.77"
"EHQ10C06","Average hourly irregular earnings","20222","2022Q2","06","Health","Euro","1.99"
"EHQ10C06","Average hourly irregular earnings","20222","2022Q2","07","Semi-State companies","Euro","2.53"
"EHQ10C06","Average hourly irregular earnings","20222","2022Q2","09","Commercial Semi-State companies","Euro","3.29"
"EHQ10C06","Average hourly irregular earnings","20222","2022Q2","10","Non commercial Semi-State companies","Euro","0.5"
"EHQ10C06","Average hourly irregular earnings","20222","2022Q2","-","Total Public Sector including Semi State bodies","Euro","1.66"
"EHQ10C06","Average hourly irregular earnings","20222","2022Q2","08","Total Public Sector excluding Semi State bodies","Euro","1.51"
"EHQ10C06","Average hourly irregular earnings","20223","2022Q3","01","Civil service","Euro","0.5"
"EHQ10C06","Average hourly irregular earnings","20223","2022Q3","02","Defence","Euro","0.97"
"EHQ10C06","Average hourly irregular earnings","20223","2022Q3","03","Garda Siochana","Euro","4.24"
"EHQ10C06","Average hourly irregular earnings","20223","2022Q3","04","Education","Euro","0.94"
"EHQ10C06","Average hourly irregular earnings","20223","2022Q3","05","Regional bodies","Euro","0.73"
"EHQ10C06","Average hourly irregular earnings","20223","2022Q3","06","Health","Euro","1.43"
"EHQ10C06","Average hourly irregular earnings","20223","2022Q3","07","Semi-State companies","Euro","1.64"
"EHQ10C06","Average hourly irregular earnings","20223","2022Q3","09","Commercial Semi-State companies","Euro","2.22"
"EHQ10C06","Average hourly irregular earnings","20223","2022Q3","10","Non commercial Semi-State companies","Euro","0.31"
"EHQ10C06","Average hourly irregular earnings","20223","2022Q3","-","Total Public Sector including Semi State bodies","Euro","1.28"
"EHQ10C06","Average hourly irregular earnings","20223","2022Q3","08","Total Public Sector excluding Semi State bodies","Euro","1.22"
"EHQ10C06","Average hourly irregular earnings","20224","2022Q4","01","Civil service","Euro","1.01"
"EHQ10C06","Average hourly irregular earnings","20224","2022Q4","02","Defence","Euro","0.94"
"EHQ10C06","Average hourly irregular earnings","20224","2022Q4","03","Garda Siochana","Euro","7.6"
"EHQ10C06","Average hourly irregular earnings","20224","2022Q4","04","Education","Euro","3.84"
"EHQ10C06","Average hourly irregular earnings","20224","2022Q4","05","Regional bodies","Euro","2.31"
"EHQ10C06","Average hourly irregular earnings","20224","2022Q4","06","Health","Euro","3.45"
"EHQ10C06","Average hourly irregular earnings","20224","2022Q4","07","Semi-State companies","Euro","2.37"
"EHQ10C06","Average hourly irregular earnings","20224","2022Q4","09","Commercial Semi-State companies","Euro","2.62"
"EHQ10C06","Average hourly irregular earnings","20224","2022Q4","10","Non commercial Semi-State companies","Euro","1.75"
"EHQ10C06","Average hourly irregular earnings","20224","2022Q4","-","Total Public Sector including Semi State bodies","Euro","3.02"
"EHQ10C06","Average hourly irregular earnings","20224","2022Q4","08","Total Public Sector excluding Semi State bodies","Euro","3.13"
"EHQ10C06","Average hourly irregular earnings","20231","2023Q1","01","Civil service","Euro","0.64"
"EHQ10C06","Average hourly irregular earnings","20231","2023Q1","02","Defence","Euro","0.41"
"EHQ10C06","Average hourly irregular earnings","20231","2023Q1","03","Garda Siochana","Euro","5.65"
"EHQ10C06","Average hourly irregular earnings","20231","2023Q1","04","Education","Euro","0.3"
"EHQ10C06","Average hourly irregular earnings","20231","2023Q1","05","Regional bodies","Euro","1.17"
"EHQ10C06","Average hourly irregular earnings","20231","2023Q1","06","Health","Euro","1.93"
"EHQ10C06","Average hourly irregular earnings","20231","2023Q1","07","Semi-State companies","Euro","1.93"
"EHQ10C06","Average hourly irregular earnings","20231","2023Q1","09","Commercial Semi-State companies","Euro","2.69"
"EHQ10C06","Average hourly irregular earnings","20231","2023Q1","10","Non commercial Semi-State companies","Euro","0.23"
"EHQ10C06","Average hourly irregular earnings","20231","2023Q1","-","Total Public Sector including Semi State bodies","Euro","1.46"
"EHQ10C06","Average hourly irregular earnings","20231","2023Q1","08","Total Public Sector excluding Semi State bodies","Euro","1.37"
"EHQ10C07","Average hourly other labour costs","20081","2008Q1","01","Civil service","Euro","1.82"
"EHQ10C07","Average hourly other labour costs","20081","2008Q1","02","Defence","Euro","2.26"
"EHQ10C07","Average hourly other labour costs","20081","2008Q1","03","Garda Siochana","Euro","2.19"
"EHQ10C07","Average hourly other labour costs","20081","2008Q1","04","Education","Euro","2.85"
"EHQ10C07","Average hourly other labour costs","20081","2008Q1","05","Regional bodies","Euro","2.64"
"EHQ10C07","Average hourly other labour costs","20081","2008Q1","06","Health","Euro","2.94"
"EHQ10C07","Average hourly other labour costs","20081","2008Q1","07","Semi-State companies","Euro","4.5"
"EHQ10C07","Average hourly other labour costs","20081","2008Q1","09","Commercial Semi-State companies","Euro","4.8"
"EHQ10C07","Average hourly other labour costs","20081","2008Q1","10","Non commercial Semi-State companies","Euro","3.32"
"EHQ10C07","Average hourly other labour costs","20081","2008Q1","-","Total Public Sector including Semi State bodies","Euro","2.97"
"EHQ10C07","Average hourly other labour costs","20081","2008Q1","08","Total Public Sector excluding Semi State bodies","Euro","2.67"
"EHQ10C07","Average hourly other labour costs","20082","2008Q2","01","Civil service","Euro","1.58"
"EHQ10C07","Average hourly other labour costs","20082","2008Q2","02","Defence","Euro","2.44"
"EHQ10C07","Average hourly other labour costs","20082","2008Q2","03","Garda Siochana","Euro","1.61"
"EHQ10C07","Average hourly other labour costs","20082","2008Q2","04","Education","Euro","3.01"
"EHQ10C07","Average hourly other labour costs","20082","2008Q2","05","Regional bodies","Euro","2.34"
"EHQ10C07","Average hourly other labour costs","20082","2008Q2","06","Health","Euro","3.27"
"EHQ10C07","Average hourly other labour costs","20082","2008Q2","07","Semi-State companies","Euro","4.62"
"EHQ10C07","Average hourly other labour costs","20082","2008Q2","09","Commercial Semi-State companies","Euro","4.79"
"EHQ10C07","Average hourly other labour costs","20082","2008Q2","10","Non commercial Semi-State companies","Euro","3.96"
"EHQ10C07","Average hourly other labour costs","20082","2008Q2","-","Total Public Sector including Semi State bodies","Euro","3.04"
"EHQ10C07","Average hourly other labour costs","20082","2008Q2","08","Total Public Sector excluding Semi State bodies","Euro","2.74"
"EHQ10C07","Average hourly other labour costs","20083","2008Q3","01","Civil service","Euro","1.63"
"EHQ10C07","Average hourly other labour costs","20083","2008Q3","02","Defence","Euro","2.34"
"EHQ10C07","Average hourly other labour costs","20083","2008Q3","03","Garda Siochana","Euro","1.5"
"EHQ10C07","Average hourly other labour costs","20083","2008Q3","04","Education","Euro","3.05"
"EHQ10C07","Average hourly other labour costs","20083","2008Q3","05","Regional bodies","Euro","2.42"
"EHQ10C07","Average hourly other labour costs","20083","2008Q3","06","Health","Euro","2.74"
"EHQ10C07","Average hourly other labour costs","20083","2008Q3","07","Semi-State companies","Euro","4.5"
"EHQ10C07","Average hourly other labour costs","20083","2008Q3","09","Commercial Semi-State companies","Euro","4.8"
"EHQ10C07","Average hourly other labour costs","20083","2008Q3","10","Non commercial Semi-State companies","Euro","3.4"
"EHQ10C07","Average hourly other labour costs","20083","2008Q3","-","Total Public Sector including Semi State bodies","Euro","2.86"
"EHQ10C07","Average hourly other labour costs","20083","2008Q3","08","Total Public Sector excluding Semi State bodies","Euro","2.54"
"EHQ10C07","Average hourly other labour costs","20084","2008Q4","01","Civil service","Euro","1.79"
"EHQ10C07","Average hourly other labour costs","20084","2008Q4","02","Defence","Euro","2.35"
"EHQ10C07","Average hourly other labour costs","20084","2008Q4","03","Garda Siochana","Euro","1.54"
"EHQ10C07","Average hourly other labour costs","20084","2008Q4","04","Education","Euro","3"
"EHQ10C07","Average hourly other labour costs","20084","2008Q4","05","Regional bodies","Euro","2.36"
"EHQ10C07","Average hourly other labour costs","20084","2008Q4","06","Health","Euro","2.88"
"EHQ10C07","Average hourly other labour costs","20084","2008Q4","07","Semi-State companies","Euro","5.14"
"EHQ10C07","Average hourly other labour costs","20084","2008Q4","09","Commercial Semi-State companies","Euro","5.56"
"EHQ10C07","Average hourly other labour costs","20084","2008Q4","10","Non commercial Semi-State companies","Euro","3.59"
"EHQ10C07","Average hourly other labour costs","20084","2008Q4","-","Total Public Sector including Semi State bodies","Euro","3.02"
"EHQ10C07","Average hourly other labour costs","20084","2008Q4","08","Total Public Sector excluding Semi State bodies","Euro","2.62"
"EHQ10C07","Average hourly other labour costs","20091","2009Q1","01","Civil service","Euro","1.55"
"EHQ10C07","Average hourly other labour costs","20091","2009Q1","02","Defence","Euro","2.26"
"EHQ10C07","Average hourly other labour costs","20091","2009Q1","03","Garda Siochana","Euro","1.61"
"EHQ10C07","Average hourly other labour costs","20091","2009Q1","04","Education","Euro","3.06"
"EHQ10C07","Average hourly other labour costs","20091","2009Q1","05","Regional bodies","Euro","2.21"
"EHQ10C07","Average hourly other labour costs","20091","2009Q1","06","Health","Euro","3.02"
"EHQ10C07","Average hourly other labour costs","20091","2009Q1","07","Semi-State companies","Euro","4.74"
"EHQ10C07","Average hourly other labour costs","20091","2009Q1","09","Commercial Semi-State companies","Euro","5.15"
"EHQ10C07","Average hourly other labour costs","20091","2009Q1","10","Non commercial Semi-State companies","Euro","3.17"
"EHQ10C07","Average hourly other labour costs","20091","2009Q1","-","Total Public Sector including Semi State bodies","Euro","2.95"
"EHQ10C07","Average hourly other labour costs","20091","2009Q1","08","Total Public Sector excluding Semi State bodies","Euro","2.63"
"EHQ10C07","Average hourly other labour costs","20092","2009Q2","01","Civil service","Euro","1.56"
"EHQ10C07","Average hourly other labour costs","20092","2009Q2","02","Defence","Euro","2.18"
"EHQ10C07","Average hourly other labour costs","20092","2009Q2","03","Garda Siochana","Euro","1.57"
"EHQ10C07","Average hourly other labour costs","20092","2009Q2","04","Education","Euro","2.8"
"EHQ10C07","Average hourly other labour costs","20092","2009Q2","05","Regional bodies","Euro","2.18"
"EHQ10C07","Average hourly other labour costs","20092","2009Q2","06","Health","Euro","3"
"EHQ10C07","Average hourly other labour costs","20092","2009Q2","07","Semi-State companies","Euro","5.16"
"EHQ10C07","Average hourly other labour costs","20092","2009Q2","09","Commercial Semi-State companies","Euro","5.6"
